year,scenario,ai_capability_global,throughput,bottleneck_stage,progress_rate,cumulative_progress,A_1,M_1,p_1,mu_1,mu_eff_1,A_2,M_2,p_2,mu_2,mu_eff_2,A_3,M_3,p_3,mu_3,mu_eff_3,A_4,M_4,p_4,mu_4,mu_eff_4,A_5,M_5,p_5,mu_5,mu_eff_5,A_6,M_6,p_6,mu_6,mu_eff_6,A_7,M_7,p_7,mu_7,mu_eff_7,A_8,M_8,p_8,mu_8,mu_eff_8,A_9,M_9,p_9,mu_9,mu_eff_9,A_10,M_10,p_10,mu_10,mu_eff_10
2024.0,Pessimistic,1.0,0.165,7,1.0,1.0,1.0,1.0,0.95,2.0,1.9,1.0,1.0,0.9,4.0,3.6,1.0,1.0,0.3,1.0,0.3,1.0,1.0,0.95,6.0,5.699999999999999,1.0,1.0,0.5,1.5,0.75,1.0,1.0,0.66,1.0,0.66,1.0,1.0,0.33,0.5,0.165,1.0,1.0,0.58,0.3333333333333333,0.1933333333333333,1.0,1.0,0.9,1.0,0.9,1.0,1.0,0.95,1.0,0.95
2025.0,Pessimistic,1.3498588075760032,0.17334033830648377,7,1.0505475048877804,2.0505475048877804,1.4333294145603401,15.813860022519474,0.9549418936576618,31.62772004503895,30.20263487188388,1.3909681284637803,6.340449064793403,0.9061829502460313,25.361796259173612,22.982427357676706,1.2336780599567432,1.249188693534336,0.30822604388550306,1.249188693534336,0.3850324890745885,1.5683121854901687,36.87481298944444,0.9594648202265258,221.24887793666664,212.28051489482442,1.2712491503214047,1.45231825313137,0.5138938208377588,2.178477379697055,1.1195060642611487,1.2214027581601699,1.190325163928081,0.6643893517949357,1.190325163928081,0.7908393640873783,1.161834242728283,1.0440025181669,0.33206881265160443,0.52200125908345,0.17334033830648377,1.161834242728283,1.0582354664157512,0.5814722232911671,0.35274515547191704,0.205111509807444,1.1051709180756477,1.0147772332257459,0.9009900663346623,1.0147772332257459,0.9143042066789698,1.3498588075760032,1.4178760707248266,0.9533923868984853,1.4178760707248266,1.351792251394588
2026.0,Pessimistic,1.8385918872918936,0.18153415143679485,7,1.1002069784048172,3.1507544832925976,2.0812319457619113,26.456252221295905,0.9592049000076824,52.91250444259181,50.75393353301233,1.9559773660566602,10.286186164666686,0.9117682238801141,41.144744658666745,37.514470759433394,1.5286882274886398,1.4780028079982301,0.31627586495080984,1.4780028079982301,0.467456616499366,2.509917790955641,60.55647704608438,0.966971571967669,363.3388622765063,351.3383508124577,1.6254098510315451,1.8625374719992407,0.5271214427900541,2.793806207998861,1.4726751592361695,1.4978039469581388,1.3658101441155266,0.6686460270402722,1.3658101441155266,0.9132435265541484,1.3528994092872204,1.08668551012072,0.3341061415581555,0.54334275506036,0.18153415143679485,1.3528994092872204,1.1138774325808476,0.5829111289055241,0.37129247752694916,0.21643051722936288,1.2226247718233272,1.0292589767003302,0.9019701349760499,1.0292589767003302,0.9283608581397078,1.8385918872918936,1.7875239152961884,0.9564859672398819,1.7875239152961884,1.7097415410864953
2027.0,Pessimistic,2.527599403695849,0.18957706865381665,7,1.1489519312352523,4.29970641452785,3.0628521591415034,34.00183964029972,0.9628581284070618,68.00367928059944,65.47789535691206,2.781608534764344,13.169419865326352,0.916791320999795,52.67767946130541,48.294439340533955,1.9027926255682972,1.6876407911130153,0.3241462217117189,1.6876407911130153,0.5470423860458602,4.102765465026898,75.86993435430242,0.972851980187563,455.2196061258145,442.8612952397011,2.09053129122601,2.2334937538892214,0.5396928127991979,3.350240630833832,1.80810078960887,1.8442634800740545,1.5272856708391533,0.6727698696550276,1.5272856708391533,1.0275117816964485,1.5789873913034773,1.1280604012841864,0.3361115565053107,0.5640302006420932,0.18957706865381665,1.5789873913034773,1.166993222005284,0.5843166741513751,0.388997740668428,0.22729786607977498,1.3539280036546288,1.0434468610436731,0.9029401119024796,1.0434468610436731,0.9421700254750652,2.527599403695849,2.113020714840738,0.9592967771443469,2.113020714840738,2.027013961785964
2028.0,Pessimistic,3.508147428516999,0.197465035073557,7,1.196757788324588,5.4964642028524375,4.57059336734824,39.2792913169546,0.9659675028661667,78.5585826339092,75.88503789558268,4.001980402447914,15.252350564141153,0.9212882263674201,61.00940225656461,56.20724399668689,2.3793620006898926,1.8792734449578063,0.33183411724706835,1.8792734449578063,0.6236070446734308,6.856423884991397,85.56098606786703,0.9773991049094864,513.3659164072022,501.76338718743773,2.705038858852619,2.56794586761088,0.5516191197391734,3.85191880141632,2.1247920585440423,2.2803332623904513,1.6755644342583713,0.6767609117939498,1.6755644342583713,1.133956514298209,1.8471344757909585,1.1681396092956027,0.33808464930425564,0.5840698046478013,0.197465035073557,1.8471344757909585,1.2176508873924465,0.5856888430239253,0.4058836291308155,0.23772151314797932,1.5008627358470426,1.0573426172601077,0.903899906166787,1.0573426172601077,0.9557318925275563,3.508147428516999,2.3982957178877724,0.9618410756123842,2.3982957178877724,2.30677933292975
2029.0,Pessimistic,4.917207278390498,0.20519431610548103,7,1.243601915790794,6.740066118643232,6.91954617244081,42.91861073271577,0.9685953372044268,85.83722146543154,83.14153247000073,5.827297762896583,16.7394835868906,0.9252950988650405,66.9579343475624,61.95584848192664,2.989289892027013,2.0540409563692235,0.3393368088069762,2.0540409563692235,0.6970117032931618,11.726126383382747,91.55731426020665,0.9808679716950698,549.3438855612399,538.8338227935419,3.521894547095264,2.868566353236512,0.5629127415570322,4.302849529854768,2.4221288253579347,2.831504036103044,1.8114391986571445,0.6806193741348598,1.8114391986571445,1.2329006136733778,2.165908792234265,1.2069365212239604,0.34002503445233795,0.6034682606119802,0.20519431610548103,2.165908792234265,1.2659190831748464,0.5870276462760686,0.42197302772494877,0.24770983325736293,1.6654585667866475,1.070948075333562,0.9048494299611649,1.070948075333562,0.9690467554835803,4.917207278390498,2.6471115259270754,0.9641352275115593,2.6471115259270754,2.552173473298172
2030.0,Pessimistic,6.962391107606351,0.2127615009672517,7,1.2894636422257677,8.029529760869,10.633259655388802,45.39181759986765,0.9707999953858495,90.7836351997353,88.13275263301367,8.5910215250553,17.788388732982753,0.9288479686509452,71.15355493193101,66.09083496081756,3.7736081701011703,2.213050199442696,0.3466518168222196,2.213050199442696,0.7671578723555861,20.54466401268919,95.1812305161645,0.9834771023306196,571.087383096987,561.6513647058011,4.6145531886254245,3.1379336013284314,0.5735871860542666,4.706900401992647,2.699817756616659,3.5311521035505926,1.9356810785200642,0.6843456655505995,1.9356810785200642,1.3246749559735156,2.5457686791445204,1.2444654687498793,0.34193234976777626,0.6222327343749396,0.2127615009672517,2.5457686791445204,1.3118669380628818,0.5883331214406691,0.4372889793542939,0.25727159019511603,1.8500293540344466,1.0842651627304312,0.9057885986804786,1.0842651627304312,0.9821150223476584,6.962391107606351,2.8630482177209604,0.9661955887684299,2.8630482177209604,2.766264558393307
2031.0,Pessimistic,9.961609491066833,0.22016350526130848,7,1.3343242743109605,9.36385403517996,16.59481531029067,47.047270543010235,0.9726356394471161,94.09454108602047,91.51970413768446,12.828783165023594,18.518955402426506,0.9319824465755546,74.07582160970603,69.03736545590816,4.787078371512112,2.3573723218268148,0.3537769332548534,2.3573723218268148,0.8339839505557638,36.91501212320968,97.31816422897082,0.9854107873493058,583.9089853738249,575.390213017555,6.085544514352488,3.378524953411147,0.5836570256220378,5.06778743011672,2.9578497379466757,4.423170189671646,2.0490379833638293,0.6879403821525101,2.0490379833638293,1.4096159733203213,2.999510560973388,1.280741701356641,0.3438062569963915,0.6403708506783204,0.22016350526130848,2.999510560973388,1.3555639280090612,0.5896053328033908,0.45185464266968706,0.26641590697001805,2.057215812011377,1.0972959028111857,0.9067173309839723,1.0972959028111857,0.9949372122966066,9.961609491066833,3.0494904201409456,0.9680383952008723,3.0494904201409456,2.952023812493675
2032.0,Pessimistic,14.406807128164385,0.2273975726047975,7,1.3781671066957424,10.742021141875703,26.31706430724261,48.13809019775375,0.9741520650391301,96.2761803955075,93.78763994636344,19.412110854253523,19.021229574534562,0.9347334501820648,76.08491829813825,71.11911818763927,6.103147415160256,2.4880406237960315,0.3607102292313309,2.4880406237960315,0.89746170374633,68.10196710705057,98.54629749762763,0.9868219245946461,591.2777849857658,583.4858817497128,8.078919964011238,3.5927108527597005,0.5931378263081847,5.38906627913955,3.1964590586395696,5.5655388582833245,2.152233236784929,0.6914043056955459,2.152233236784929,1.4880633267741612,3.5428300819932113,1.315781357583433,0.3456464423883257,0.6578906787917165,0.2273975726047975,3.5428300819932113,1.397079749990694,0.5908443713252697,0.465693249996898,0.27515223552483886,2.2900348969206115,1.1100424131519273,0.9076355488552821,1.1100424131519273,1.0075139549137913,14.406807128164385,3.209617376629221,0.9696796563717083,3.209617376629221,3.112300674854487
2033.0,Pessimistic,21.06750551327338,0.23446127530854652,7,1.420977426112403,12.162998567988106,42.433806685903235,48.84526032833443,0.9753946222550751,97.69052065666887,95.28680849381314,29.77805568654733,19.36194625330815,0.937134950272316,77.4477850132326,72.57902615707675,7.820820748264021,2.60604873629077,0.36745006190098906,2.60604873629077,0.9575927694670378,129.14699711127665,99.23343165374028,0.9878352417481568,595.4005899224417,588.1576856830303,10.79842609097156,3.7827500615406926,0.6020460716561006,5.674125092311039,3.41608472191117,7.03519694894411,2.2459643736731474,0.6947384013385086,2.2459643736731474,1.5603576984289271,4.195026906654594,1.3496014344007579,0.3474526172427353,0.6748007172003789,0.23446127530854652,4.195026906654594,1.4364841970125553,0.592050354514359,0.47882806567085173,0.28349032603185254,2.5519371229588343,1.1225069037772506,0.9085431776606623,1.1225069037772506,1.0198459893038145,21.06750551327338,3.346396007194781,0.9711350557607457,3.346396007194781,3.24980247304464
