year,scenario,therapeutic_area,is_amodei_scenario,parallelization_factor,ai_capability_global,ai_capability_cognitive,ai_capability_robotic,ai_capability_scientific,data_quality,rework_overhead,throughput_raw,throughput,bottleneck_stage,progress_rate,cumulative_progress,A_eff_1,M_1,p_1,mu_1,mu_eff_1,DQM_1,A_eff_2,M_2,p_2,mu_2,mu_eff_2,DQM_2,A_eff_3,M_3,p_3,mu_3,mu_eff_3,DQM_3,A_eff_4,M_4,p_4,mu_4,mu_eff_4,DQM_4,A_eff_5,M_5,p_5,mu_5,mu_eff_5,DQM_5,A_eff_6,M_6,p_6,mu_6,mu_eff_6,DQM_6,A_eff_7,M_7,p_7,mu_7,mu_eff_7,DQM_7,A_eff_8,M_8,p_8,mu_8,mu_eff_8,DQM_8,A_eff_9,M_9,p_9,mu_9,mu_eff_9,DQM_9,A_eff_10,M_10,p_10,mu_10,mu_eff_10,DQM_10
2024.0,Pessimistic,General,False,1.0,1.0,1.0,1.0,1.0,1.0,1.1788006185624997,0.165,0.1399727803003793,7,1.0,1.0,1.0,1.0,0.95,2.0,1.9,1.0,1.0,1.0,0.9,4.0,3.6,1.0,1.0,1.0,0.3,1.0,0.3,1.0,1.0,1.0,0.95,6.0,5.699999999999999,1.0,1.0,1.0,0.5,1.5,0.75,1.0,1.0,1.0,0.66,1.0,0.66,1.0,1.0,1.0,0.33,0.5,0.165,1.0,1.0,1.0,0.58,0.3333333333333333,0.1933333333333333,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0.9999999999999999,1.0,0.95,1.0,0.95,1.0
2025.0,Pessimistic,General,False,1.0,1.3498588075760032,1.4918246976412703,1.2214027581601699,1.4190675485932571,1.024,1.1726973847017443,0.18964673248335295,0.16171838954990625,7,1.1553559856627926,2.1553559856627924,1.4481704082124625,16.164202968017587,0.9550706232922599,32.86958799183463,31.39277789072128,1.0167401404470804,1.4429553589787563,6.832579482259836,0.9068213712403195,27.656337226336138,25.07935764707083,1.0119288512538813,1.2682114311515889,1.2800449700238004,0.3092820091319264,1.2891849128018122,0.3987216999739118,1.0071403294353338,1.4699975529268663,32.65294911349737,0.9582553879271382,200.14448283266395,191.78952903829085,1.0215743052640665,1.3961466859873375,1.614721005656548,0.5190532943247924,2.4567939164054646,1.275206975787365,1.0143316431751126,1.4086374501258452,1.3148817562299004,0.667388082655897,1.3274148819460334,0.8859008729508671,1.0095317511683093,1.4013617352210437,1.0962778568159826,0.34109452149002367,0.5559946599403232,0.18964673248335295,1.0143316431751126,1.3888709710825362,1.1231299440720288,0.5894609390488015,0.3788425313712147,0.22331287429370125,1.0119288512538813,1.4772732678316678,1.0552338235665861,0.9037536100836451,1.0602510093947528,0.9582056773353366,1.004754572603832,1.3222958190478087,1.3911029460693252,0.9531719068973991,1.4010358793827236,1.335428040782905,1.0071403294353338
2026.0,Pessimistic,General,False,1.0,1.841904332995792,2.2686841640286173,1.4948113326760426,2.0385728913826573,1.048864,1.1669377210582759,0.21508208068426227,0.18431324723071596,7,1.3167792111807934,3.4721351968435856,2.130617400441041,27.00197135822841,0.9594473171831189,55.83787646309277,53.57350076971678,1.0339592565725222,2.1222634990995717,11.047294547514355,0.9129958628047075,45.255932143171755,41.31847881408639,1.0241406153453734,1.6265747716819616,1.5397882296892056,0.31854238882351654,1.561984605755556,0.4975583076229335,1.014415213493891,2.199650782234829,54.99285577530779,0.9650742778919504,344.4330243183303,332.4034522261532,1.043872031079909,1.9905000600936529,2.1648313773617573,0.5373173129248217,3.3415413581714937,1.7954680235998661,1.0290382253678567,2.0218650886997183,1.5934541005403886,0.6745247663613326,1.6241540892338944,1.0955321575752957,1.019266315034173,1.9988539614351222,1.1876079207280368,0.3519894377691346,0.6110469735893946,0.21508208068426227,1.0290382253678567,1.9674889328290568,1.2371571487085224,0.5986781358394279,0.4223409611857579,0.2528462993313217,1.0241406153453734,2.2226619094994255,1.1065333005791078,0.9073817784284323,1.1171418569838503,1.0136741649468475,1.0095872003121735,1.7813493379524765,1.7522567281621968,0.9561865885373715,1.777515882994762,1.699636848231755,1.014415213493891
2027.0,Pessimistic,General,False,1.0,2.5415872819336136,3.5202133550384804,1.8331210390802082,2.965894727507381,1.074623104,1.1614857719066343,0.24117901962923724,0.20764698583722674,7,1.4834811839246151,4.955616380768201,3.187622178519821,34.62804019554374,0.9631969610231553,72.8345145720464,70.15398309339182,1.051669603026212,3.1852085351833233,14.03492744976383,0.9185431771931019,58.19668540264579,53.45616831185367,1.0366402963419858,2.1151076395187527,1.7810083316683845,0.3278276128737565,1.8198802134434595,0.5966069860893518,1.0218257719988662,3.3539177667791504,70.4822816526381,0.9706478801387806,451.1923849165229,437.9489319539836,1.0669168059857475,2.9032219347447787,2.6524228530946936,0.5547333488726922,4.154203088377185,2.3044749911127567,1.0441279083210786,2.961067440834386,1.8377331631109328,0.6813911034238218,1.8914066948383097,1.2887876948190797,1.0292063792528605,2.9056355780812764,1.2738478014136883,0.3626588459194468,0.6650300202047396,0.24117901962923724,1.0441279083210786,2.847790071991669,1.3420440611035613,0.607625042171514,0.4637389844021326,0.2817794199539209,1.0366402963419858,3.4093496295322607,1.153926343024477,0.9108766805062048,1.1706560736374199,1.0663233183692804,1.014498092286457,2.452526102710407,2.0843576239155235,0.9590455725246462,2.129850338179202,2.042623536970884,1.0218257719988662
2028.0,Pessimistic,General,False,1.0,3.5479472499793983,5.578559766968417,2.2525889518542686,4.37204125410555,1.101309535744,1.156309350598832,0.2677965479575332,0.23159593738375128,7,1.6545783893607757,6.6101947701289765,4.854648659250697,39.906581621178944,0.9663842254292303,85.39080412042065,82.52032609869184,1.0698837215751729,4.884007131598142,16.109751790271684,0.9234869623486237,67.6244179695531,62.45026833129627,1.0494329591469862,2.7971312635908117,2.0051982935090837,0.3371876195125706,2.0640972071692425,0.6959880237279421,1.0293731118018687,5.216604213109557,81.02213701564541,0.9751533914258254,530.2411197153243,517.0664261638256,1.09073301702088,4.3394648198615995,3.0798201614523113,0.5712346110258183,4.895107757432655,2.7962549757465083,1.0596090033006627,4.430758198800441,2.0498526295525012,0.6879669696829797,2.130523844893675,1.4657300334088323,1.0393546414889274,4.310106347514154,1.3548605432378964,0.3730737865232811,0.7178112149158509,0.2677965479575332,1.0596090033006627,4.218812968575312,1.4377572149829883,0.6162695012848214,0.502943269551509,0.30994859790106594,1.0494329591469862,5.337256064395844,1.1974657192524678,0.914231033126437,1.2208012612962735,1.1160943983569496,1.0194874405743934,3.462325426613641,2.387731710867906,0.9617453251956858,2.4578668213640964,2.3638419254004996,1.0293731118018687
2029.0,Pessimistic,General,False,1.0,5.012618773858398,9.038012620466958,2.7737522376830333,6.532979098419459,1.1289566790307841,1.151380358387296,0.2947823212172972,0.2560251432725411,7,1.8291066500437825,8.43930142017276,7.534992507238458,43.497007468431015,0.969071014687191,94.70294157925922,91.7738756900745,1.088614448338683,7.660076525574317,17.519607025260697,0.9278549451144706,74.45999289158972,69.08807261764986,1.0625237310435867,3.7761009620350685,2.213475059337268,0.34667206872219947,2.295502742886085,0.7957866846338022,1.0370583274488654,8.286502563852707,88.05286075311716,0.9787529861515322,589.2563485691794,576.7364107708324,1.1153458341751816,6.657727801222281,3.4497670135969356,0.5867515712672648,5.565284756387076,3.265439575359874,1.0754899745310382,6.783147135091174,2.2320828322748887,0.6942320474709113,2.3430481746196516,1.626619131589182,1.0497138102315269,6.532643782886424,1.4305267786692546,0.38320315111127645,0.7692586043784824,0.2947823212172972,1.0754899745310382,6.407224449017532,1.524301233969231,0.6245752704535493,0.5398687447837768,0.3371886672827456,1.0625237310435867,8.53700591605746,1.2372284579892108,0.9174381637566477,1.267609123365164,1.16295298650131,1.0245554207711396,5.028953038591854,2.6622268822147617,0.9642771879584778,2.760884557759048,2.6622579976338807,1.0370583274488654
2030.0,Pessimistic,General,False,1.0,7.1705975643619935,14.98587954568163,3.422608610789111,9.90018321411096,1.1575991194758923,1.146675737239725,0.32197641751426265,0.2807911662012868,7,2.006041214575531,10.44534263474829,11.934461746739228,45.89424298809388,0.9713159995690931,101.69016167126652,98.77328103006892,1.1078749212362813,12.303843552721176,18.45576710085867,0.9316788097627542,79.42755359010641,74.00096859119772,1.0759178033083625,5.226693164610548,2.406480565337218,0.3563238789062048,2.5144894338447474,0.8959726285362273,1.0448825018839885,13.460170646210429,92.64496694714101,0.981593220591201,634.1258392182581,622.4536247783481,1.140781235639171,10.49975899889974,3.7655590334776337,0.6012183681299305,6.1667399147810595,3.707557308246375,1.0917794427433432,10.638946826074859,2.3868303132261866,0.7001669062626658,2.530724211097396,1.7719293414880894,1.060286605660171,10.130377192917791,1.5007566195888107,0.39301477653258793,0.8192476129140276,0.32197641751426265,1.0917794427433432,9.991189365742674,1.6017524397873362,0.6325041690355713,0.5744513221532669,0.36334285616993733,1.0759178033083625,13.968740279367497,1.273314974824546,0.9204920828223417,1.3111352215801344,1.2068895909740305,1.029702192704362,7.539347351589051,2.90741715191074,0.9666282652302838,3.0379093077089143,2.9365290040376,1.0448825018839885
2031.0,Pessimistic,General,False,1.0,10.390673204960033,25.458497879267462,4.232136897189629,15.222774472091793,1.1872726877247817,1.1421789485669271,0.34921591020454096,0.3057453568398335,7,2.184320095547927,12.629662730296216,19.317063834962063,47.46338261245922,0.9731742449789131,107.04688053600634,104.17526714297588,1.1276785876182616,20.265144758906978,19.062429593963344,0.934993821082935,83.08325114280713,77.68232645400637,1.089620432868612,7.453836752887629,2.5843066290610115,0.36616983288672567,2.7208787247354396,0.9963037079414232,1.0528467071742376,22.38778085711476,95.5779449230879,0.9838048280771395,669.2746386204929,658.4356207844237,1.1670660338342385,17.04344490320898,4.031094768520578,0.6145793677922987,6.702619315019655,4.11929154117723,1.1084861888076347,17.11893631998163,2.5166167387393514,0.7057540712821436,2.6954871874319424,1.9023510566189479,1.0710757605396015,16.09536397926406,1.5655000214647672,0.4024766163784027,0.8676675761858751,0.34921591020454096,1.1084861888076347,16.01987256249141,1.670286767481705,0.6400186160784379,0.6066595301993767,0.3882733929490004,1.089620432868612,23.41135319783233,1.305847919280292,0.9233875596548005,1.3514584462971528,1.247919916701196,1.0349279011310892,11.699108949303193,3.1229085812143182,0.9687834282040618,3.287944016537665,3.1853056760843916,1.0528467071742376
2032.0,Pessimistic,General,False,1.0,15.259180187805846,44.363982635061895,5.2442598291141955,23.762064120139282,1.2180145041171744,1.1378816833592968,0.3763398027594724,0.3307372007680341,7,2.362867980890838,14.992530711187054,32.00283152610833,48.46888548096049,0.9746969337573254,111.28836219292545,108.47242539231908,1.1480392120491574,34.27143479999034,19.445602435063343,0.9378382214957657,85.84354098112146,80.50735380063384,1.1036369439798464,11.008012538811474,2.7464960195030654,0.37620924476065726,2.913900459274191,1.0962362910912757,1.0609520052395396,38.183407080585106,97.4072507518498,0.9855028726640761,697.9587403482835,687.8403436142335,1.1942279022026996,28.507682090293063,4.250832311893495,0.6267948856164947,7.177227427882377,4.498649444703102,1.1256191574218,28.299270667903308,2.624039365244571,0.7109789727100952,2.8394310679314776,2.0187757837590508,1.0820840211239862,26.239078816411048,1.6247545587887802,0.4115578677225575,0.9144274287405275,0.3763398027594724,1.1256191574218,26.447490238800803,1.7301973482608188,0.6470842288357095,0.6365032379722013,0.411871206894674,1.1036369439798464,40.243598932077376,1.3349707368037556,0.9261202023771533,1.3886801825083281,1.2860847716617552,1.0402326764354146,18.831957100001013,3.308688905610558,0.9707282209803407,3.5103601291213393,3.407605643142277,1.0609520052395396
2033.0,Pessimistic,General,False,1.0,22.72095917184404,79.39729839161737,6.512383079535413,37.67412461998115,1.2498630248025948,1.1337851220663029,0.4031938492249892,0.3556175163863287,7,2.5406190805325104,17.533149791719566,54.36339412863563,49.09865819113399,0.9759311847284663,114.78980375898837,112.02694917725768,1.1689708842156972,59.59185472891831,19.68116447983654,0.9402524551232867,88.01202072462438,82.75351856668966,1.1179727299011344,16.917048764788184,2.8921761905892387,0.3864034673547674,3.0923131881571386,1.1948805380507936,1.0691994485740943,66.8803462601265,98.519744505883,0.9867872207694632,722.5213847304723,712.9748691846868,1.2222954027374817,49.18718904366554,4.4296597925529575,0.637845239916959,7.595897295891662,4.845006933082597,1.1431874608311472,48.13104582054649,2.7117181194260565,0.7158306918957309,2.964759785498087,2.1222660485577345,1.0933141480522273,43.95872844338287,1.6785699590941012,0.4202299439722636,0.9594600646821141,0.4031938492249892,1.1431874608311472,45.01487166650192,1.7818990318270687,0.6536721397391317,0.664038175006632,0.43406325472505314,1.1179727299011344,71.05266363729012,1.360845935729119,0.9286865413061078,1.4229231485022753,1.3214495773269752,1.0456166353172789,31.494031827204573,3.4654268721127317,0.972452033744581,3.705232500736781,3.6031608808380025,1.0691994485740943
